Chromosome	Position	Depth
chr1	10153	106
chr1	10154	108
chr1	10155	111
chr1	10156	111
chr1	10157	113
chr1	10158	114
chr1	10159	117
chr1	10160	127
chr1	10161	136
chr1	10162	141
chr1	10163	144
chr1	10164	143
chr1	10165	145
chr1	10166	148
chr1	10167	149
chr1	10168	152
chr1	10169	155
chr1	10170	157
chr1	10171	158
chr1	10172	158
chr1	10173	158
chr1	10174	158
chr1	10175	157
chr1	10176	158
chr1	10177	160
chr1	10178	160
chr1	10179	160
chr1	10180	162
chr1	10181	163
chr1	10182	164
chr1	10183	164
chr1	10184	165
chr1	10185	161
chr1	10186	161
chr1	10187	162
chr1	10188	161
chr1	10189	152
chr1	10190	159
chr1	10191	157
chr1	10192	156
chr1	10193	155
chr1	10194	155
chr1	10195	152
chr1	10196	149
chr1	10197	145
chr1	10198	143
chr1	10199	141
chr1	10200	140
chr1	10201	136
chr1	10202	135
chr1	10203	130
chr1	10204	130
chr1	10205	127
chr1	10206	127
chr1	10207	126
chr1	10208	124
chr1	10209	122
chr1	10210	121
chr1	10211	117
chr1	10212	120
chr1	10213	121
chr1	10214	121
chr1	10215	121
chr1	10216	122
chr1	10217	122
chr1	10218	122
chr1	10219	122
chr1	10220	122
chr1	10221	122
chr1	10222	122
chr1	10223	121
chr1	10224	121
chr1	10225	121
chr1	10226	121
chr1	10227	121
chr1	10228	118
chr1	10229	118
chr1	10230	120
chr1	10231	76
chr1	10232	122
chr1	10233	126
chr1	10234	126
chr1	10235	125
chr1	10236	129
chr1	10237	129
chr1	10238	130
chr1	10239	130
chr1	10240	133
chr1	10241	133
chr1	10242	132
chr1	10243	131
chr1	10244	131
chr1	10245	132
chr1	10246	128
chr1	10247	127
chr1	10248	121
chr1	10249	126
chr1	10250	119
chr1	10251	116
chr1	10252	123
chr1	10253	117
chr1	10254	111
chr1	10255	111
chr1	10256	107
chr1	10257	99
chr1	10258	96
chr1	10259	93
chr1	10260	90
chr1	10261	88
chr1	10262	85
chr1	10263	84
chr1	10264	83
chr1	10265	81
chr1	10266	79
chr1	10267	77
chr1	10268	72
chr1	10269	71
chr1	10270	67
chr1	10271	66
chr1	10272	65
chr1	10273	61
chr1	10274	61
chr1	10275	61
chr1	10276	58
chr1	10277	57
chr1	10278	54
chr1	10279	52
chr1	10280	48
chr1	10281	45
chr1	10282	43
chr1	10283	42
chr1	10284	41
chr1	10285	41
chr1	10286	39
chr1	10287	37
chr1	10288	37
chr1	10289	37
chr1	10290	37
chr1	10291	37
chr1	10292	37
chr1	10293	36
chr1	10294	35
chr1	10295	35
chr1	10296	36
chr1	10297	37
chr1	10298	36
chr1	10299	36
chr1	10300	36
chr1	10301	36
chr1	10302	36
chr1	10303	36
chr1	10304	36
chr1	10305	36
chr1	10306	36
chr1	10307	36
chr1	10308	36
chr1	10309	37
chr1	10310	37
chr1	10311	39
chr1	10312	38
chr1	10313	37
chr1	10314	37
chr1	10315	37
chr1	10316	38
chr1	10317	39
chr1	10318	39
chr1	10319	40
chr1	10320	41
chr1	10321	41
chr1	10322	41
chr1	10323	41
chr1	10324	41
chr1	10325	41
chr1	10326	43
chr1	10327	44
chr1	10328	44
chr1	10329	45
chr1	10330	48
chr1	10331	50
chr1	10332	49
chr1	10333	48
chr1	10334	46
chr1	10335	44
chr1	10336	46
chr1	10337	47
chr1	10338	46
chr1	10339	47
chr1	10340	45
chr1	10341	44
chr1	10342	45
chr1	10343	46
chr1	10344	46
chr1	10345	45
chr1	10346	46
chr1	10347	45
chr1	10348	43
chr1	10349	42
chr1	10350	41
chr1	10351	41
chr1	10352	40
chr1	10353	42
chr1	10354	43
chr1	10355	39
chr1	10356	39
chr1	10357	44
chr1	10358	45
chr1	10359	48
chr1	10360	53
chr1	10361	58
chr1	10362	61
chr1	10363	64
chr1	10364	66
chr1	10365	71
chr1	10366	74
chr1	10367	74
chr1	10368	74
chr1	10369	75
chr1	10370	76
chr1	10371	79
chr1	10372	80
chr1	10373	80
chr1	10374	80
chr1	10375	82
chr1	10376	80
chr1	10377	81
chr1	10378	82
chr1	10379	82
chr1	10380	81
chr1	10381	83
chr1	10382	83
chr1	10383	84
chr1	10384	84
chr1	10385	84
chr1	10386	85
chr1	10387	85
chr1	10388	80
chr1	10389	83
chr1	10390	75
chr1	10391	87
chr1	10392	89
chr1	10393	78
chr1	10394	75
chr1	10395	80
chr1	10396	83
chr1	10397	67
chr1	10398	91
chr1	10399	91
chr1	10400	90
chr1	10401	89
chr1	10402	89
chr1	10403	89
chr1	10404	89
chr1	10405	88
chr1	10406	88
chr1	10407	88
chr1	10408	89
chr1	10409	90
chr1	10410	92
chr1	10411	91
chr1	10412	90
chr1	10413	90
chr1	10414	83
chr1	10415	88
chr1	10416	88
chr1	10417	87
chr1	10418	87
chr1	10419	88
chr1	10420	86
chr1	10421	88
chr1	10422	89
chr1	10423	89
chr1	10424	89
chr1	10425	89
chr1	10426	84
chr1	10427	85
chr1	10428	87
chr1	10429	87
chr1	10430	85
chr1	10431	86
chr1	10432	83
chr1	10433	81
chr1	10434	81
chr1	10435	80
chr1	10436	80
chr1	10437	81
chr1	10438	83
chr1	10439	76
chr1	10440	39
chr1	10441	77
chr1	10442	76
chr1	10443	76
chr1	10444	76
chr1	10445	78
chr1	10446	78
chr1	10447	78
chr1	10448	77
chr1	10449	76
chr1	10450	78
chr1	10451	77
chr1	10452	80
chr1	10453	80
chr1	10454	79
chr1	10455	81
chr1	10456	80
chr1	10457	76
chr1	10458	75
chr1	10459	74
chr1	10460	72
chr1	10461	70
chr1	10462	67
chr1	10463	66
chr1	10464	62
chr1	10465	61
chr1	10466	57
chr1	10467	54
chr1	10468	50
chr1	10469	48
chr1	10470	46
chr1	10471	45
chr1	10472	45
chr1	10473	45
chr1	10474	45
chr1	10475	44
chr1	10476	44
chr1	10477	43
chr1	10478	44
chr1	10479	44
chr1	10480	43
chr1	10481	43
chr1	10482	44
chr1	10483	47
chr1	10484	47
chr1	10485	46
chr1	10486	46
chr1	10487	47
chr1	10488	46
chr1	10489	48
chr1	10490	48
chr1	10491	48
chr1	10492	46
chr1	10493	46
chr1	10494	46
chr1	10495	46
chr1	10496	45
chr1	10497	46
chr1	10498	45
chr1	10499	45
chr1	10500	45
chr1	10501	46
chr1	10502	47
chr1	10503	47
chr1	10504	47
chr1	10505	47
chr1	10506	47
chr1	10507	48
chr1	10508	47
chr1	10509	46
chr1	10510	46
chr1	10511	46
chr1	10512	46
chr1	10513	46
chr1	10514	46
chr1	10515	46
chr1	10516	46
chr1	10517	46
chr1	10518	49
chr1	10519	49
chr1	10520	48
chr1	10521	47
chr1	10522	47
chr1	10523	46
chr1	10524	48
chr1	10525	49
chr1	10526	50
chr1	10527	50
chr1	10528	50
chr1	10529	48
chr1	10530	47
chr1	10531	46
chr1	10532	46
chr1	10533	46
chr1	10534	45
chr1	10535	45
chr1	10536	45
chr1	10537	44
chr1	10538	41
chr1	10539	41
chr1	10540	40
chr1	10541	39
chr1	10542	39
chr1	10543	38
chr1	10544	37
chr1	10545	36
chr1	10546	36
chr1	10547	36
chr1	10548	36
chr1	10549	36
chr1	10550	34
chr1	10551	35
chr1	10552	33
chr1	10553	33
chr1	10554	33
chr1	10555	31
chr1	10556	31
chr1	10557	31
chr1	10558	31
chr1	10559	31
chr1	10560	31
chr1	10561	31
chr1	10562	30
chr1	10563	30
chr1	10564	30
chr1	10565	29
chr1	10566	29
chr1	10567	29
chr1	10568	29
chr1	10569	29
chr1	10570	29
chr1	10571	28
chr1	10572	27
chr1	10573	28
chr1	10574	28
chr1	10575	28
chr1	10576	28
chr1	10577	27
chr1	10578	26
chr1	10579	27
chr1	10580	27
chr1	10581	27
chr1	10582	26
chr1	10583	23
chr1	10584	22
chr1	10585	22
chr1	10586	22
chr1	10587	21
chr1	10588	20
chr1	10589	18
chr1	10590	16
chr1	10591	16
chr1	10592	16
chr1	10593	16
chr1	10594	16
chr1	10595	16
chr1	10596	16
chr1	10597	15
chr1	10598	15
chr1	10599	15
chr1	10600	15
chr1	10601	14
chr1	10602	13
chr1	10603	13
chr1	10604	13
chr1	10605	13
chr1	10606	13
chr1	10607	12
chr1	10608	12
chr1	10609	12
chr1	10610	12
chr1	10611	12
chr1	10612	12
chr1	10613	12
chr1	10614	12
chr1	10615	12
chr1	10616	12
chr1	10617	7
chr1	10618	4
chr1	10619	4
chr1	10620	4
chr1	10621	4
chr1	10622	4
chr1	10623	4
chr1	10624	2
chr1	10625	1
chr1	10626	0
chr1	10627	0
chr1	10628	0
chr1	10629	0
chr1	10630	0
chr1	10631	0
chr1	10632	0
chr1	10633	0
chr1	10634	0
chr1	10635	0
chr1	10636	0
chr1	10637	0
chr1	10638	4
chr1	10639	4
chr1	10640	4
chr1	10641	4
chr1	10642	4
chr1	10643	4
chr1	10644	4
chr1	10645	4
chr1	10646	4
chr1	10647	4
chr1	10648	4
chr1	10649	4
chr1	10650	4
chr1	10651	4
chr1	10652	4
chr1	10653	4
chr1	10654	4
chr1	10655	4
chr1	10656	4
chr1	10657	4
chr1	10658	4
chr1	10659	4
chr1	10660	4
chr1	10661	4
chr1	10662	4
chr1	10663	4
chr1	10664	4
chr1	10665	4
chr1	10666	4
chr1	10667	4
chr1	10668	4
chr1	10669	4
chr1	10670	4
chr1	10671	4
chr1	10672	3
chr1	10673	2
chr1	10674	2
chr1	10675	2
chr1	10676	2
chr1	10677	2
chr1	10678	2
chr1	10679	2
chr1	10680	2
chr1	10681	2
chr1	10682	2
chr1	10683	2
chr1	10684	2
chr1	10685	2
chr1	10686	2
chr1	10687	2
chr1	10688	2
chr1	10689	2
chr1	10690	2
chr1	10691	2
chr1	10692	2
chr1	10693	2
chr1	10694	1
chr1	10695	1
chr1	10696	1
chr1	10697	1
chr1	10698	1
chr1	10699	1
chr1	12752	1
chr1	12753	2
chr1	12754	2
chr1	12755	4
chr1	12756	4
chr1	12757	5
chr1	12758	5
chr1	12759	5
chr1	12760	5
chr1	12761	5
chr1	12762	5
chr1	12763	5
chr1	12764	5
chr1	12765	5
chr1	12766	5
chr1	12767	5
chr1	12768	5
chr1	12769	6
chr1	12770	6
chr1	12771	7
chr1	12772	7
chr1	12773	8
chr1	12774	8
chr1	12775	8
chr1	12776	8
chr1	12777	8
chr1	12778	8
chr1	12779	8
chr1	12780	8
chr1	12781	8
chr1	12782	9
chr1	12783	10
chr1	12784	11
chr1	12785	11
chr1	12786	11
chr1	12787	11
chr1	12788	11
chr1	12789	11
chr1	12790	12
chr1	12791	12
chr1	12792	12
chr1	12793	13
chr1	12794	14
chr1	12795	15
chr1	12796	16
chr1	12797	17
chr1	12798	17
chr1	12799	17
chr1	12800	17
chr1	12801	18
chr1	12802	21
chr1	12803	21
chr1	12804	23
chr1	12805	26
chr1	12806	27
chr1	12807	31
chr1	12808	36
chr1	12809	37
chr1	12810	38
chr1	12811	39
chr1	12812	39
chr1	12813	39
chr1	12814	40
chr1	12815	40
chr1	12816	41
chr1	12817	41
chr1	12818	41
chr1	12819	42
chr1	12820	42
chr1	12821	44
chr1	12822	44
chr1	12823	44
chr1	12824	45
chr1	12825	45
chr1	12826	46
chr1	12827	46
chr1	12828	47
chr1	12829	49
chr1	12830	50
chr1	12831	50
chr1	12832	52
chr1	12833	52
chr1	12834	53
chr1	12835	53
chr1	12836	54
chr1	12837	55
chr1	12838	55
chr1	12839	55
chr1	12840	55
chr1	12841	55
chr1	12842	55
chr1	12843	56
chr1	12844	56
chr1	12845	56
chr1	12846	58
chr1	12847	60
chr1	12848	61
chr1	12849	61
chr1	12850	61
chr1	12851	61
chr1	12852	60
chr1	12853	59
chr1	12854	59
chr1	12855	58
chr1	12856	58
chr1	12857	57
chr1	12858	58
chr1	12859	60
chr1	12860	62
chr1	12861	62
chr1	12862	62
chr1	12863	62
chr1	12864	62
chr1	12865	62
chr1	12866	62
chr1	12867	62
chr1	12868	63
chr1	12869	63
chr1	12870	63
chr1	12871	63
chr1	12872	64
chr1	12873	63
chr1	12874	63
chr1	12875	63
chr1	12876	64
chr1	12877	65
chr1	12878	65
chr1	12879	65
chr1	12880	65
chr1	12881	66
chr1	12882	65
chr1	12883	65
chr1	12884	64
chr1	12885	64
chr1	12886	65
chr1	12887	67
chr1	12888	67
chr1	12889	67
chr1	12890	66
chr1	12891	66
chr1	12892	66
chr1	12893	65
chr1	12894	64
chr1	12895	64
chr1	12896	63
chr1	12897	62
chr1	12898	62
chr1	12899	62
chr1	12900	62
chr1	12901	61
chr1	12902	58
chr1	12903	58
chr1	12904	56
chr1	12905	53
chr1	12906	52
chr1	12907	48
chr1	12908	43
chr1	12909	42
chr1	12910	41
chr1	12911	40
chr1	12912	40
chr1	12913	40
chr1	12914	39
chr1	12915	39
chr1	12916	38
chr1	12917	38
chr1	12918	38
chr1	12919	37
chr1	12920	37
chr1	12921	35
chr1	12922	35
chr1	12923	35
chr1	12924	34
chr1	12925	34
chr1	12926	33
chr1	12927	33
chr1	12928	32
chr1	12929	30
chr1	12930	29
chr1	12931	29
chr1	12932	27
chr1	12933	27
chr1	12934	26
chr1	12935	26
chr1	12936	25
chr1	12937	24
chr1	12938	24
chr1	12939	24
chr1	12940	24
chr1	12941	24
chr1	12942	24
chr1	12943	23
chr1	12944	23
chr1	12945	23
chr1	12946	21
chr1	12947	19
chr1	12948	18
chr1	12949	18
chr1	12950	18
chr1	12951	18
chr1	12952	18
chr1	12953	18
chr1	12954	18
chr1	12955	17
chr1	12956	17
chr1	12957	17
chr1	12958	16
chr1	12959	14
chr1	12960	12
chr1	12961	12
chr1	12962	12
chr1	12963	12
chr1	12964	12
chr1	12965	12
chr1	12966	12
chr1	12967	12
chr1	12968	11
chr1	12969	10
chr1	12970	10
chr1	12971	9
chr1	12972	8
chr1	12973	8
chr1	12974	9
chr1	12975	10
chr1	12976	11
chr1	12977	12
chr1	12978	13
chr1	12979	15
chr1	12980	18
chr1	12981	22
chr1	12982	23
chr1	12983	23
chr1	12984	25
chr1	12985	26
chr1	12986	28
chr1	12987	26
chr1	12988	29
chr1	12989	32
chr1	12990	33
chr1	12991	34
chr1	12992	34
chr1	12993	38
chr1	12994	41
chr1	12995	47
chr1	12996	49
chr1	12997	51
chr1	12998	54
chr1	12999	58
chr1	13000	61
chr1	13001	65
chr1	13002	71
chr1	13003	72
chr1	13004	76
chr1	13005	78
chr1	13006	82
chr1	13007	86
chr1	13008	93
chr1	13009	95
chr1	13010	98
chr1	13011	100
chr1	13012	102
chr1	13013	107
chr1	13014	108
chr1	13015	110
chr1	13016	111
chr1	13017	112
chr1	13018	116
chr1	13019	117
chr1	13020	118
chr1	13021	118
chr1	13022	118
chr1	13023	118
chr1	13024	118
chr1	13025	119
chr1	13026	119
chr1	13027	120
chr1	13028	120
chr1	13029	120
chr1	13030	121
chr1	13031	121
chr1	13032	121
chr1	13033	121
chr1	13034	121
chr1	13035	122
chr1	13036	123
chr1	13037	123
chr1	13038	123
chr1	13039	123
chr1	13040	123
chr1	13041	123
chr1	13042	123
chr1	13043	124
chr1	13044	124
chr1	13045	124
chr1	13046	124
chr1	13047	124
chr1	13048	124
chr1	13049	125
chr1	13050	125
